"model_time",".strategy_names","value_names","value","country_sex_year"
43,"base","dalys",40197.776939007,"Afghanistan_Male_17"
44,"base","dalys",40146.5271217227,"Afghanistan_Male_17"
45,"base","dalys",40109.5883523944,"Afghanistan_Male_17"
46,"base","dalys",40085.467295585,"Afghanistan_Male_17"
47,"base","dalys",40072.8033806037,"Afghanistan_Male_17"
48,"base","dalys",40070.3609276505,"Afghanistan_Male_17"
49,"base","dalys",38909.72976971,"Afghanistan_Male_17"
50,"base","dalys",38924.0555067507,"Afghanistan_Male_17"
51,"base","dalys",38945.3603894032,"Afghanistan_Male_17"
52,"base","dalys",38972.8561852093,"Afghanistan_Male_17"
53,"base","dalys",39005.8387666802,"Afghanistan_Male_17"
54,"base","dalys",39043.6807544391,"Afghanistan_Male_17"
55,"base","dalys",39085.8244328376,"Afghanistan_Male_17"
56,"base","dalys",39131.7750210114,"Afghanistan_Male_17"
57,"base","dalys",39181.0943563083,"Afghanistan_Male_17"
58,"base","dalys",39233.3950238339,"Afghanistan_Male_17"
59,"base","dalys",39288.3349467578,"Afghanistan_Male_17"
60,"base","dalys",39345.6124371249,"Afghanistan_Male_17"
61,"base","dalys",38257.2443649047,"Afghanistan_Male_17"
62,"base","dalys",38316.6492648253,"Afghanistan_Male_17"
63,"base","dalys",38377.6385945712,"Afghanistan_Male_17"
64,"base","dalys",38440.0366680683,"Afghanistan_Male_17"
65,"base","dalys",38503.689092786,"Afghanistan_Male_17"
66,"base","dalys",38568.4602296411,"Afghanistan_Male_17"
67,"base","dalys",38634.2309358373,"Afghanistan_Male_17"
68,"base","dalys",38700.8965638027,"Afghanistan_Male_17"
69,"base","dalys",38768.365190826,"Afghanistan_Male_17"
70,"base","dalys",38836.5560556605,"Afghanistan_Male_17"
71,"base","dalys",38905.3981801447,"Afghanistan_Male_17"
72,"base","dalys",38974.8291557055,"Afghanistan_Male_17"
73,"base","dalys",37907.5670644688,"Afghanistan_Male_17"
74,"base","dalys",37975.9656329156,"Afghanistan_Male_17"
75,"base","dalys",38044.7943062227,"Afghanistan_Male_17"
76,"base","dalys",38114.0166049636,"Afghanistan_Male_17"
77,"base","dalys",38183.6003137336,"Afghanistan_Male_17"
78,"base","dalys",38253.5169449833,"Afghanistan_Male_17"
79,"base","dalys",38323.7412701065,"Afghanistan_Male_17"
80,"base","dalys",38394.2509095848,"Afghanistan_Male_17"
81,"base","dalys",38465.0259749353,"Afghanistan_Male_17"
82,"base","dalys",38536.0487560542,"Afghanistan_Male_17"
83,"base","dalys",38607.3034483074,"Afghanistan_Male_17"
84,"base","dalys",38678.7759143945,"Afghanistan_Male_17"
85,"base","dalys",37621.7994918591,"Afghanistan_Male_17"
86,"base","dalys",37691.5774132958,"Afghanistan_Male_17"
87,"base","dalys",37761.5334104924,"Afghanistan_Male_17"
88,"base","dalys",37831.6584580939,"Afghanistan_Male_17"
89,"base","dalys",37901.9443682517,"Afghanistan_Male_17"
90,"base","dalys",37972.3836889924,"Afghanistan_Male_17"
91,"base","dalys",38042.9696156165,"Afghanistan_Male_17"
92,"base","dalys",38113.695913452,"Afghanistan_Male_17"
93,"base","dalys",38184.5568505,"Afghanistan_Male_17"
94,"base","dalys",38255.547138694,"Afghanistan_Male_17"
95,"base","dalys",38326.6618826607,"Afghanistan_Male_17"
96,"base","dalys",38397.896535011,"Afghanistan_Male_17"
97,"base","dalys",41710.0033420743,"Afghanistan_Male_17"
98,"base","dalys",41781.0028139668,"Afghanistan_Male_17"
99,"base","dalys",41852.0747136423,"Afghanistan_Male_17"
100,"base","dalys",41923.2196974678,"Afghanistan_Male_17"
101,"base","dalys",41994.4379775389,"Afghanistan_Male_17"
102,"base","dalys",42065.7294386842,"Afghanistan_Male_17"
103,"base","dalys",42137.0937164086,"Afghanistan_Male_17"
104,"base","dalys",42208.5302509219,"Afghanistan_Male_17"
105,"base","dalys",42280.0383262266,"Afghanistan_Male_17"
106,"base","dalys",42351.6170996147,"Afghanistan_Male_17"
107,"base","dalys",42423.265624787,"Afghanistan_Male_17"
108,"base","dalys",42494.982870552,"Afghanistan_Male_17"
109,"base","dalys",41326.9589673023,"Afghanistan_Male_17"
110,"base","dalys",41396.7175390056,"Afghanistan_Male_17"
111,"base","dalys",41466.5394708857,"Afghanistan_Male_17"
112,"base","dalys",41536.4235612887,"Afghanistan_Male_17"
113,"base","dalys",41606.3685820286,"Afghanistan_Male_17"
114,"base","dalys",41676.3732853331,"Afghanistan_Male_17"
115,"base","dalys",41746.4364098534,"Afghanistan_Male_17"
116,"base","dalys",41816.5566858567,"Afghanistan_Male_17"
117,"base","dalys",41886.7328397071,"Afghanistan_Male_17"
118,"base","dalys",41956.9635977186,"Afghanistan_Male_17"
119,"base","dalys",42027.2476894607,"Afghanistan_Male_17"
120,"base","dalys",42097.5838505795,"Afghanistan_Male_17"
121,"base","dalys",40939.777500191,"Afghanistan_Male_17"
122,"base","dalys",41008.1624931424,"Afghanistan_Male_17"
123,"base","dalys",41076.5944132316,"Afghanistan_Male_17"
124,"base","dalys",41145.0720764304,"Afghanistan_Male_17"
125,"base","dalys",41213.5943130716,"Afghanistan_Male_17"
126,"base","dalys",41282.1599687737,"Afghanistan_Male_17"
127,"base","dalys",41350.7679051838,"Afghanistan_Male_17"
128,"base","dalys",41419.4170005608,"Afghanistan_Male_17"
129,"base","dalys",41488.1061502226,"Afghanistan_Male_17"
130,"base","dalys",41556.8342668734,"Afghanistan_Male_17"
131,"base","dalys",41625.6002808293,"Afghanistan_Male_17"
132,"base","dalys",41694.4031401556,"Afghanistan_Male_17"
133,"base","dalys",40546.8367094458,"Afghanistan_Male_17"
134,"base","dalys",40613.7041516858,"Afghanistan_Male_17"
135,"base","dalys",40680.6044059377,"Afghanistan_Male_17"
136,"base","dalys",40747.5365198601,"Afghanistan_Male_17"
137,"base","dalys",40814.4995581088,"Afghanistan_Male_17"
138,"base","dalys",40881.492602168,"Afghanistan_Male_17"
139,"base","dalys",40948.514750154,"Afghanistan_Male_17"
140,"base","dalys",41015.5651165982,"Afghanistan_Male_17"
141,"base","dalys",41082.6428322124,"Afghanistan_Male_17"
142,"base","dalys",41149.7470436402,"Afghanistan_Male_17"
143,"base","dalys",41216.8769131969,"Afghanistan_Male_17"
144,"base","dalys",41284.0316186018,"Afghanistan_Male_17"
145,"base","dalys",40146.8061676737,"Afghanistan_Male_17"
146,"base","dalys",40212.0507992264,"Afghanistan_Male_17"
147,"base","dalys",40277.3172353109,"Afghanistan_Male_17"
148,"base","dalys",40342.6047347219,"Afghanistan_Male_17"
149,"base","dalys",40407.9125698523,"Afghanistan_Male_17"
150,"base","dalys",40473.2400264201,"Afghanistan_Male_17"
151,"base","dalys",40538.5864031974,"Afghanistan_Male_17"
152,"base","dalys",40603.9510117418,"Afghanistan_Male_17"
153,"base","dalys",40669.3331761312,"Afghanistan_Male_17"
154,"base","dalys",40734.7322327014,"Afghanistan_Male_17"
155,"base","dalys",40800.1475297882,"Afghanistan_Male_17"
156,"base","dalys",40865.578427474,"Afghanistan_Male_17"
157,"base","dalys",43356.9067068584,"Afghanistan_Male_17"
158,"base","dalys",43427.2645086372,"Afghanistan_Male_17"
159,"base","dalys",43497.5938266052,"Afghanistan_Male_17"
160,"base","dalys",43567.9000657286,"Afghanistan_Male_17"
161,"base","dalys",43638.1873670788,"Afghanistan_Male_17"
162,"base","dalys",43708.4589888872,"Afghanistan_Male_17"
163,"base","dalys",43778.7175471315,"Afghanistan_Male_17"
164,"base","dalys",43848.9651717605,"Afghanistan_Male_17"
165,"base","dalys",43919.2036117019,"Afghanistan_Male_17"
166,"base","dalys",43989.4343082912,"Afghanistan_Male_17"
167,"base","dalys",44059.6584488119,"Afghanistan_Male_17"
168,"base","dalys",44129.8770071531,"Afghanistan_Male_17"
169,"base","dalys",42912.7094910969,"Afghanistan_Male_17"
170,"base","dalys",42980.8741669637,"Afghanistan_Male_17"
171,"base","dalys",43049.0352999265,"Afghanistan_Male_17"
172,"base","dalys",43117.1932665049,"Afghanistan_Male_17"
173,"base","dalys",43185.3483462286,"Afghanistan_Male_17"
174,"base","dalys",43253.5007347323,"Afghanistan_Male_17"
175,"base","dalys",43321.6505551177,"Afghanistan_Male_17"
176,"base","dalys",43389.7978678471,"Afghanistan_Male_17"
177,"base","dalys",43457.9426793738,"Afghanistan_Male_17"
178,"base","dalys",43526.08494968,"Afghanistan_Male_17"
179,"base","dalys",43594.2245988624,"Afghanistan_Male_17"
180,"base","dalys",43662.3615128863,"Afghanistan_Male_17"
181,"base","dalys",42456.7917947669,"Afghanistan_Male_17"
182,"base","dalys",42522.9383865748,"Afghanistan_Male_17"
183,"base","dalys",42589.0818376873,"Afghanistan_Male_17"
184,"base","dalys",42655.2219478013,"Afghanistan_Male_17"
185,"base","dalys",42721.3585023877,"Afghanistan_Male_17"
186,"base","dalys",42787.4912751462,"Afghanistan_Male_17"
187,"base","dalys",42853.6200301377,"Afghanistan_Male_17"
188,"base","dalys",42919.7445236373,"Afghanistan_Male_17"
189,"base","dalys",42985.8645057405,"Afghanistan_Male_17"
190,"base","dalys",43051.9797217549,"Afghanistan_Male_17"
191,"base","dalys",43118.089913404,"Afghanistan_Male_17"
192,"base","dalys",43184.1948198667,"Afghanistan_Male_17"
193,"base","dalys",41990.5768724991,"Afghanistan_Male_17"
194,"base","dalys",42054.7453655154,"Afghanistan_Male_17"
195,"base","dalys",42118.9079609013,"Afghanistan_Male_17"
196,"base","dalys",42183.0644031187,"Afghanistan_Male_17"
197,"base","dalys",42247.2144374449,"Afghanistan_Male_17"
198,"base","dalys",42311.3578103741,"Afghanistan_Male_17"
199,"base","dalys",42375.4942699581,"Afghanistan_Male_17"
200,"base","dalys",42439.623566095,"Afghanistan_Male_17"
201,"base","dalys",42503.7454507713,"Afghanistan_Male_17"
202,"base","dalys",42567.8596782646,"Afghanistan_Male_17"
203,"base","dalys",42631.9660053126,"Afghanistan_Male_17"
204,"base","dalys",42696.0641912512,"Afghanistan_Male_17"
205,"base","dalys",41514.7126195416,"Afghanistan_Male_17"
206,"base","dalys",41576.9273697009,"Afghanistan_Male_17"
207,"base","dalys",41639.1335310356,"Afghanistan_Male_17"
208,"base","dalys",41701.3308808773,"Afghanistan_Male_17"
209,"base","dalys",41763.5191994404,"Afghanistan_Male_17"
210,"base","dalys",41825.6982698498,"Afghanistan_Male_17"
211,"base","dalys",41887.8678781581,"Afghanistan_Male_17"
212,"base","dalys",41950.0278133545,"Afghanistan_Male_17"
213,"base","dalys",42012.177867366,"Afghanistan_Male_17"
214,"base","dalys",42074.3178350526,"Afghanistan_Male_17"
215,"base","dalys",42136.4475141963,"Afghanistan_Male_17"
216,"base","dalys",42198.5667054865,"Afghanistan_Male_17"
217,"base","dalys",47391.8152610298,"Afghanistan_Male_17"
218,"base","dalys",47465.4965276106,"Afghanistan_Male_17"
219,"base","dalys",47539.116231272,"Afghanistan_Male_17"
220,"base","dalys",47612.6818364912,"Afghanistan_Male_17"
221,"base","dalys",47686.1988492252,"Afghanistan_Male_17"
222,"base","dalys",47759.6714861958,"Afghanistan_Male_17"
223,"base","dalys",47833.1030835383,"Afghanistan_Male_17"
224,"base","dalys",47906.4963507774,"Afghanistan_Male_17"
225,"base","dalys",47979.8535325121,"Afghanistan_Male_17"
226,"base","dalys",48053.1765145823,"Afghanistan_Male_17"
227,"base","dalys",48126.4668964325,"Afghanistan_Male_17"
228,"base","dalys",48199.726042542,"Afghanistan_Male_17"
229,"base","dalys",46866.9467190108,"Afghanistan_Male_17"
230,"base","dalys",46938.0146901829,"Afghanistan_Male_17"
231,"base","dalys",47009.0552718997,"Afghanistan_Male_17"
232,"base","dalys",47080.0691750937,"Afghanistan_Male_17"
233,"base","dalys",47151.0570058335,"Afghanistan_Male_17"
234,"base","dalys",47222.0192788557,"Afghanistan_Male_17"
235,"base","dalys",47292.9564292413,"Afghanistan_Male_17"
236,"base","dalys",47363.8688225631,"Afghanistan_Male_17"
237,"base","dalys",47434.7567637428,"Afghanistan_Male_17"
238,"base","dalys",47505.6205048035,"Afghanistan_Male_17"
239,"base","dalys",47576.4602516654,"Afghanistan_Male_17"
240,"base","dalys",47647.2761701066,"Afghanistan_Male_17"
241,"base","dalys",46328.221738829,"Afghanistan_Male_17"
242,"base","dalys",46396.9291406515,"Afghanistan_Male_17"
243,"base","dalys",46465.6137048372,"Afghanistan_Male_17"
244,"base","dalys",46534.2754813593,"Afghanistan_Male_17"
245,"base","dalys",46602.9145010814,"Afghanistan_Male_17"
246,"base","dalys",46671.5307783844,"Afghanistan_Male_17"
247,"base","dalys",46740.1243134642,"Afghanistan_Male_17"
248,"base","dalys",46808.6950943403,"Afghanistan_Male_17"
249,"base","dalys",46877.2430986117,"Afghanistan_Male_17"
250,"base","dalys",46945.7682949891,"Afghanistan_Male_17"
251,"base","dalys",47014.2706446323,"Afghanistan_Male_17"
252,"base","dalys",47082.7501023162,"Afghanistan_Male_17"
253,"base","dalys",45777.8705023751,"Afghanistan_Male_17"
254,"base","dalys",45844.3108106249,"Afghanistan_Male_17"
255,"base","dalys",45910.7287339932,"Afghanistan_Male_17"
256,"base","dalys",45977.1242124394,"Afghanistan_Male_17"
257,"base","dalys",46043.4971835278,"Afghanistan_Male_17"
258,"base","dalys",46109.8475829176,"Afghanistan_Male_17"
259,"base","dalys",46176.1753447856,"Afghanistan_Male_17"
260,"base","dalys",46242.4804021939,"Afghanistan_Male_17"
261,"base","dalys",46308.7626874071,"Afghanistan_Male_17"
262,"base","dalys",46375.0221321656,"Afghanistan_Male_17"
263,"base","dalys",46441.2586679224,"Afghanistan_Male_17"
264,"base","dalys",46507.4722260462,"Afghanistan_Male_17"
265,"base","dalys",45217.1482893165,"Afghanistan_Male_17"
266,"base","dalys",45281.3884810395,"Afghanistan_Male_17"
267,"base","dalys",45345.6061655702,"Afghanistan_Male_17"
268,"base","dalys",45409.8012774176,"Afghanistan_Male_17"
269,"base","dalys",45473.973751644,"Afghanistan_Male_17"
270,"base","dalys",45538.1235239414,"Afghanistan_Male_17"
271,"base","dalys",45602.2505306954,"Afghanistan_Male_17"
272,"base","dalys",45666.3547090396,"Afghanistan_Male_17"
273,"base","dalys",45730.4359968997,"Afghanistan_Male_17"
274,"base","dalys",45794.4943330309,"Afghanistan_Male_17"
275,"base","dalys",45858.5296570482,"Afghanistan_Male_17"
276,"base","dalys",45922.5419094501,"Afghanistan_Male_17"
277,"base","dalys",48130.4432509854,"Afghanistan_Male_17"
278,"base","dalys",48213.2096125089,"Afghanistan_Male_17"
279,"base","dalys",48295.9150625442,"Afghanistan_Male_17"
280,"base","dalys",48378.5658974484,"Afghanistan_Male_17"
281,"base","dalys",48461.1661292701,"Afghanistan_Male_17"
282,"base","dalys",48543.7183895294,"Afghanistan_Male_17"
283,"base","dalys",48626.2244645866,"Afghanistan_Male_17"
284,"base","dalys",48708.6856140846,"Afghanistan_Male_17"
285,"base","dalys",48791.1027615173,"Afghanistan_Male_17"
286,"base","dalys",48873.4766092968,"Afghanistan_Male_17"
287,"base","dalys",48955.8077091227,"Afghanistan_Male_17"
288,"base","dalys",49038.0965057909,"Afghanistan_Male_17"
289,"base","dalys",47689.6537525484,"Afghanistan_Male_17"
290,"base","dalys",47769.4646527521,"Afghanistan_Male_17"
291,"base","dalys",47849.2353830428,"Afghanistan_Male_17"
292,"base","dalys",47928.9661549788,"Afghanistan_Male_17"
293,"base","dalys",48008.6571484395,"Afghanistan_Male_17"
294,"base","dalys",48088.3085165455,"Afghanistan_Male_17"
295,"base","dalys",48167.9203895779,"Afghanistan_Male_17"
296,"base","dalys",48247.4928781906,"Afghanistan_Male_17"
297,"base","dalys",48327.0260760984,"Afghanistan_Male_17"
298,"base","dalys",48406.5200623608,"Afghanistan_Male_17"
299,"base","dalys",48485.9749033449,"Afghanistan_Male_17"
300,"base","dalys",48565.3906544226,"Afghanistan_Male_17"
301,"base","dalys",47227.9294771329,"Afghanistan_Male_17"
302,"base","dalys",47304.9563709113,"Afghanistan_Male_17"
303,"base","dalys",47381.9454239904,"Afghanistan_Male_17"
304,"base","dalys",47458.8966600456,"Afghanistan_Male_17"
305,"base","dalys",47535.8100976384,"Afghanistan_Male_17"
306,"base","dalys",47612.6857509449,"Afghanistan_Male_17"
307,"base","dalys",47689.5236303933,"Afghanistan_Male_17"
308,"base","dalys",47766.3237432203,"Afghanistan_Male_17"
309,"base","dalys",47843.0860939569,"Afghanistan_Male_17"
310,"base","dalys",47919.8106848527,"Afghanistan_Male_17"
311,"base","dalys",47996.4975162458,"Afghanistan_Male_17"
312,"base","dalys",48073.1465868842,"Afghanistan_Male_17"
313,"base","dalys",46747.3377613659,"Afghanistan_Male_17"
314,"base","dalys",46821.6810044536,"Afghanistan_Male_17"
315,"base","dalys",46895.9875762573,"Afghanistan_Male_17"
316,"base","dalys",46970.257471777,"Afghanistan_Male_17"
317,"base","dalys",47044.4906855172,"Afghanistan_Male_17"
318,"base","dalys",47118.6872116212,"Afghanistan_Male_17"
319,"base","dalys",47192.8470439863,"Afghanistan_Male_17"
320,"base","dalys",47266.9701763649,"Afghanistan_Male_17"
321,"base","dalys",47341.0566024499,"Afghanistan_Male_17"
322,"base","dalys",47415.1063159492,"Afghanistan_Male_17"
323,"base","dalys",47489.1193106497,"Afghanistan_Male_17"
324,"base","dalys",47563.0955804716,"Afghanistan_Male_17"
325,"base","dalys",46249.5486597233,"Afghanistan_Male_17"
326,"base","dalys",46321.2989534951,"Afghanistan_Male_17"
327,"base","dalys",46393.0135755339,"Afghanistan_Male_17"
328,"base","dalys",46464.6925208446,"Afghanistan_Male_17"
329,"base","dalys",46536.3357847291,"Afghanistan_Male_17"
330,"base","dalys",46607.9433628054,"Afghanistan_Male_17"
331,"base","dalys",46679.5152510236,"Afghanistan_Male_17"
332,"base","dalys",46751.0514456794,"Afghanistan_Male_17"
333,"base","dalys",46822.5519434239,"Afghanistan_Male_17"
334,"base","dalys",46894.0167412728,"Afghanistan_Male_17"
335,"base","dalys",46965.4458366128,"Afghanistan_Male_17"
336,"base","dalys",47036.8392272062,"Afghanistan_Male_17"
337,"base","dalys",48207.0907779864,"Afghanistan_Male_17"
338,"base","dalys",48305.0198145224,"Afghanistan_Male_17"
339,"base","dalys",48402.8678973804,"Afghanistan_Male_17"
340,"base","dalys",48500.6419949678,"Afghanistan_Male_17"
341,"base","dalys",48598.346117405,"Afghanistan_Male_17"
342,"base","dalys",48695.9825445892,"Afghanistan_Male_17"
343,"base","dalys",48793.5525476447,"Afghanistan_Male_17"
344,"base","dalys",48891.0568125336,"Afghanistan_Male_17"
345,"base","dalys",48988.4956885586,"Afghanistan_Male_17"
346,"base","dalys",49085.8693339181,"Afghanistan_Male_17"
347,"base","dalys",49183.1778007449,"Afghanistan_Male_17"
348,"base","dalys",49280.4210845793,"Afghanistan_Male_17"
349,"base","dalys",47939.416653354,"Afghanistan_Male_17"
350,"base","dalys",48033.7009337152,"Afghanistan_Male_17"
351,"base","dalys",48127.921809928,"Afghanistan_Male_17"
352,"base","dalys",48222.0792390494,"Afghanistan_Male_17"
353,"base","dalys",48316.1731829612,"Afghanistan_Male_17"
354,"base","dalys",48410.2036094698,"Afghanistan_Male_17"
355,"base","dalys",48504.1704926369,"Afghanistan_Male_17"
356,"base","dalys",48598.0738126858,"Afghanistan_Male_17"
357,"base","dalys",48691.913555686,"Afghanistan_Male_17"
358,"base","dalys",48785.6897131315,"Afghanistan_Male_17"
359,"base","dalys",48879.4022814803,"Afghanistan_Male_17"
360,"base","dalys",48973.0512616926,"Afghanistan_Male_17"
361,"base","dalys",47637.5113192122,"Afghanistan_Male_17"
362,"base","dalys",47728.3092052764,"Afghanistan_Male_17"
363,"base","dalys",47819.0453801589,"Afghanistan_Male_17"
364,"base","dalys",47909.7198582812,"Afghanistan_Male_17"
365,"base","dalys",48000.3326565986,"Afghanistan_Male_17"
366,"base","dalys",48090.8837943289,"Afghanistan_Male_17"
367,"base","dalys",48181.3732927096,"Afghanistan_Male_17"
368,"base","dalys",48271.8011747817,"Afghanistan_Male_17"
369,"base","dalys",48362.1674651974,"Afghanistan_Male_17"
370,"base","dalys",48452.4721900489,"Afghanistan_Male_17"
371,"base","dalys",48542.7153767171,"Afghanistan_Male_17"
372,"base","dalys",48632.8970537373,"Afghanistan_Male_17"
373,"base","dalys",47303.9002433791,"Afghanistan_Male_17"
374,"base","dalys",47391.3359204347,"Afghanistan_Male_17"
375,"base","dalys",47478.7119681343,"Afghanistan_Male_17"
376,"base","dalys",47566.0284176378,"Afghanistan_Male_17"
377,"base","dalys",47653.2853007684,"Afghanistan_Male_17"
378,"base","dalys",47740.4826499506,"Afghanistan_Male_17"
379,"base","dalys",47827.6204981554,"Afghanistan_Male_17"
380,"base","dalys",47914.6988788516,"Afghanistan_Male_17"
381,"base","dalys",48001.7178259637,"Afghanistan_Male_17"
382,"base","dalys",48088.6773738337,"Afghanistan_Male_17"
383,"base","dalys",48175.5775571878,"Afghanistan_Male_17"
384,"base","dalys",48262.418411107,"Afghanistan_Male_17"
385,"base","dalys",46940.9708456322,"Afghanistan_Male_17"
386,"base","dalys",47025.1672549374,"Afghanistan_Male_17"
387,"base","dalys",47109.306166855,"Afghanistan_Male_17"
388,"base","dalys",47193.3876165959,"Afghanistan_Male_17"
389,"base","dalys",47277.4116396146,"Afghanistan_Male_17"
390,"base","dalys",47361.3782715949,"Afghanistan_Male_17"
391,"base","dalys",47445.2875484377,"Afghanistan_Male_17"
392,"base","dalys",47529.1395062494,"Afghanistan_Male_17"
393,"base","dalys",47612.9341813321,"Afghanistan_Male_17"
394,"base","dalys",47696.6716101748,"Afghanistan_Male_17"
395,"base","dalys",47780.3518294446,"Afghanistan_Male_17"
396,"base","dalys",47863.9748759802,"Afghanistan_Male_17"
397,"base","dalys",49670.6096659465,"Afghanistan_Male_17"
398,"base","dalys",49788.4461505487,"Afghanistan_Male_17"
399,"base","dalys",49906.1416952923,"Afghanistan_Male_17"
400,"base","dalys",50023.7062774926,"Afghanistan_Male_17"
401,"base","dalys",50141.1459004586,"Afghanistan_Male_17"
402,"base","dalys",50258.4642166184,"Afghanistan_Male_17"
403,"base","dalys",50375.6634840127,"Afghanistan_Male_17"
404,"base","dalys",50492.7451305667,"Afghanistan_Male_17"
405,"base","dalys",50609.7100874887,"Afghanistan_Male_17"
406,"base","dalys",50726.5589866805,"Afghanistan_Male_17"
407,"base","dalys",50843.29227798,"Afghanistan_Male_17"
408,"base","dalys",50959.9102990803,"Afghanistan_Male_17"
409,"base","dalys",49588.7507936585,"Afghanistan_Male_17"
410,"base","dalys",49701.7490832776,"Afghanistan_Male_17"
411,"base","dalys",49814.6361235601,"Afghanistan_Male_17"
412,"base","dalys",49927.4120829392,"Afghanistan_Male_17"
413,"base","dalys",50040.0771165171,"Afghanistan_Male_17"
414,"base","dalys",50152.6313698455,"Afghanistan_Male_17"
415,"base","dalys",50265.0749814255,"Afghanistan_Male_17"
416,"base","dalys",50377.4080844079,"Afghanistan_Male_17"
417,"base","dalys",50489.6308077867,"Afghanistan_Male_17"
418,"base","dalys",50601.7432772618,"Afghanistan_Male_17"
419,"base","dalys",50713.7456158827,"Afghanistan_Male_17"
420,"base","dalys",50825.6379445394,"Afghanistan_Male_17"
421,"base","dalys",49453.8061964525,"Afghanistan_Male_17"
422,"base","dalys",49562.2262591709,"Afghanistan_Male_17"
423,"base","dalys",49670.539858988,"Afghanistan_Male_17"
424,"base","dalys",49778.7471079359,"Afghanistan_Male_17"
425,"base","dalys",49886.8481172109,"Afghanistan_Male_17"
426,"base","dalys",49994.8429973046,"Afghanistan_Male_17"
427,"base","dalys",50102.7318581129,"Afghanistan_Male_17"
428,"base","dalys",50210.5148090262,"Afghanistan_Male_17"
429,"base","dalys",50318.1919590049,"Afghanistan_Male_17"
430,"base","dalys",50425.7634166418,"Afghanistan_Male_17"
431,"base","dalys",50533.2292902144,"Afghanistan_Male_17"
432,"base","dalys",50640.5896877285,"Afghanistan_Male_17"
433,"base","dalys",49269.7521523831,"Afghanistan_Male_17"
434,"base","dalys",49373.7810538427,"Afghanistan_Male_17"
435,"base","dalys",49477.7078646838,"Afghanistan_Male_17"
436,"base","dalys",49581.5326890103,"Afghanistan_Male_17"
437,"base","dalys",49685.2556307888,"Afghanistan_Male_17"
438,"base","dalys",49788.8767938634,"Afghanistan_Male_17"
439,"base","dalys",49892.3962819669,"Afghanistan_Male_17"
440,"base","dalys",49995.814198731,"Afghanistan_Male_17"
441,"base","dalys",50099.1306476941,"Afghanistan_Male_17"
442,"base","dalys",50202.3457323082,"Afghanistan_Male_17"
443,"base","dalys",50305.4595559444,"Afghanistan_Male_17"
444,"base","dalys",50408.4722218972,"Afghanistan_Male_17"
445,"base","dalys",49040.1784790181,"Afghanistan_Male_17"
446,"base","dalys",49139.9946539524,"Afghanistan_Male_17"
447,"base","dalys",49239.7129179895,"Afghanistan_Male_17"
448,"base","dalys",49339.3333711485,"Afghanistan_Male_17"
449,"base","dalys",49438.8561133867,"Afghanistan_Male_17"
450,"base","dalys",49538.2812446004,"Afghanistan_Male_17"
451,"base","dalys",49637.6088646262,"Afghanistan_Male_17"
